"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0085334,5,nm0163706,director,
tt0085334,6,nm0791789,writer,"based on the novel ""In God We Trust, All Others Pay Cash"" by"
tt0085334,7,nm0114080,writer,screenplay
tt0085334,8,nm0243340,producer,producer
tt0085334,9,nm0006344,composer,
tt0085959,10,nm0695536,cinematographer,
tt0085959,1,nm0000092,actor,
tt0085959,2,nm0000416,actor,
tt0085959,3,nm0001385,actor,
tt0085959,4,nm0001402,actor,
tt0085959,5,nm0001037,writer,written by
tt0085959,6,nm0001589,writer,written by
tt0085959,7,nm0326364,producer,producer
tt0085959,8,nm0006047,composer,
tt0085959,9,nm0360346,cinematographer,
tt0085995,10,nm0380670,editor,
tt0085995,1,nm0000331,actor,
tt0085995,2,nm0000350,actress,
tt0085995,3,nm0168042,actress,
tt0085995,4,nm0001642,actor,
tt0085995,5,nm0000601,director,
tt0085995,6,nm0000455,writer,screenplay
tt0085995,7,nm0799841,producer,producer
tt0085995,8,nm0005985,composer,
tt0085995,9,nm0005755,cinematographer,director of photography
tt0086034,10,nm0110482,producer,producer
tt0086034,1,nm0000549,actor,
tt0086034,2,nm0000726,actress,
tt0086034,3,nm0431139,actor,
tt0086034,4,nm0915468,actress,
tt0086034,5,nm0322515,director,
tt0086034,6,nm0292129,writer,screen story by
tt0086034,7,nm0537363,writer,screen story by
tt0086034,8,nm0933865,writer,screen story by
tt0086034,9,nm0001220,writer,"stories ""Octopussy"" and ""The Property of a Lady"""
tt0086190,10,nm0002354,composer,
tt0086190,1,nm0000434,actor,
tt0086190,2,nm0000148,actor,
tt0086190,3,nm0000402,actress,
tt0086190,4,nm0001850,actor,
tt0086190,5,nm0549658,director,
tt0086190,6,nm0001410,writer,screenplay by
tt0086190,7,nm0000184,writer,screenplay by
tt0086190,8,nm0443599,producer,producer
tt0086190,9,nm0564768,producer,producer
tt0086250,10,nm0106840,producer,producer
tt0086250,1,nm0000199,actor,
tt0086250,2,nm0000201,actress,
tt0086250,3,nm0000874,actor,
tt0086250,4,nm0001512,actress,
tt0086250,5,nm0000361,director,
tt0086250,6,nm0000231,writer,screenplay by
tt0086250,7,nm0001328,writer,
tt0086250,8,nm0372942,writer,
tt0086250,9,nm0870660,writer,based on the novel by
tt0086465,10,nm0668481,cinematographer,director of photography
tt0086465,1,nm0000552,actor,
tt0086465,2,nm0000101,actor,
tt0086465,3,nm0000897,actor,
tt0086465,4,nm0000747,actor,
tt0086465,5,nm0000484,director,
tt0086465,6,nm0365390,writer,written by
tt0086465,7,nm0918339,writer,written by
tt0086465,8,nm0751567,producer,producer
tt0086465,9,nm0000930,composer,
tt0086879,10,nm0151434,editor,
tt0086879,1,nm0000719,actor,
tt0086879,2,nm0001371,actor,
tt0086879,3,nm0000931,actress,
tt0086879,4,nm0234541,actor,
tt0086879,5,nm0001232,director,
tt0086879,6,nm0787323,writer,original stage play
tt0086879,7,nm0537004,writer,
tt0086879,8,nm0951763,producer,producer
tt0086879,9,nm0005816,cinematographer,director of photography
tt0086960,10,nm0266536,composer,
tt0086960,1,nm0000552,actor,
tt0086960,2,nm0001662,actor,
tt0086960,3,nm0039226,actor,
tt0086960,4,nm0002060,actress,
tt0086960,5,nm0000976,director,
tt0086960,6,nm0677943,writer,screenplay by
tt0086960,7,nm0045301,writer,story by
tt0086960,8,nm0000988,producer,producer
tt0086960,9,nm0800971,producer,producer
tt0087182,10,nm0316626,editor,
tt0087182,1,nm0001492,actor,
tt0087182,2,nm0000515,actress,
tt0087182,3,nm0000768,actress,
tt0087182,4,nm0162361,actor,
tt0087182,5,nm0000186,director,
tt0087182,6,nm0378541,writer,novel
tt0087182,7,nm0209581,producer,producer
tt0087182,8,nm3058674,composer,
tt0087182,9,nm0005711,cinematographer,
tt0087332,10,nm0434922,editor,
tt0087332,1,nm0000195,actor,
tt0087332,2,nm0000101,actor,
tt0087332,3,nm0000244,actress,
tt0087332,4,nm0000601,actor,
tt0087332,5,nm0718645,director,
tt0087332,6,nm0001548,writer,
tt0087332,7,nm0000930,composer,
tt0087332,8,nm0004088,cinematographer,director of photography
tt0087332,9,nm0088340,editor,
tt0087363,10,nm0386443,editor,
tt0087363,1,nm0002090,actor,
tt0087363,2,nm0000121,actress,
tt0087363,3,nm0001924,actor,
tt0087363,4,nm0521829,actor,
tt0087363,5,nm0001102,director,
tt0087363,6,nm0001060,writer,written by
tt0087363,7,nm0278228,producer,producer
tt0087363,8,nm0000025,composer,
tt0087363,9,nm0394494,cinematographer,director of photography
tt0087469,10,nm0002354,composer,
tt0087469,1,nm0000148,actor,
tt0087469,2,nm0001009,actress,
tt0087469,3,nm0702841,actor,
tt0087469,4,nm0700869,actor,
tt0087469,5,nm0000229,director,
tt0087469,6,nm0404754,writer,screenplay by
tt0087469,7,nm0441718,writer,screenplay by
tt0087469,8,nm0000184,writer,story by
tt0087469,9,nm0915226,producer,producer
tt0087538,10,nm0611705,editor,
tt0087538,1,nm0001494,actor,
tt0087538,2,nm0001552,actor,
tt0087538,3,nm0000223,actress,
tt0087538,4,nm0184392,actor,
tt0087538,5,nm0000814,director,
tt0087538,6,nm0436543,writer,written by
tt0087538,7,nm0005545,producer,producer
tt0087538,8,nm0006015,composer,
tt0087538,9,nm0185583,cinematographer,director of photography
tt0087544,10,nm0386749,composer,
tt0087544,1,nm0793585,actress,
tt0087544,2,nm0875332,actor,
tt0087544,3,nm0477449,actress,
tt0087544,4,nm0623214,actor,
tt0087544,5,nm0594503,director,
tt0087544,6,nm1248357,writer,english language adaptation
tt0087544,7,nm1248358,writer,english language adaptation
tt0087544,8,nm0411872,writer,earlier screenplay
tt0087544,9,nm0847223,producer,producer
tt0087800,10,nm0787603,editor,
tt0087800,1,nm0000486,actress,
tt0087800,2,nm0000136,actor,
tt0087800,3,nm0000387,actor,
tt0087800,4,nm0768334,actor,
tt0087800,5,nm0000127,director,
tt0087800,6,nm0790144,producer,producer
tt0087800,7,nm0017450,composer,
tt0087800,8,nm0354413,cinematographer,
tt0087800,9,nm0573073,editor,co-editor
tt0087843,10,nm0033490,writer,screenplay by
tt0087843,1,nm0000134,actor,
tt0087843,2,nm0000249,actor,
tt0087843,3,nm0001527,actress,
tt0087843,4,nm0001852,actor,
tt0087843,5,nm0001466,director,
tt0087843,6,nm0340580,writer,"based on novel ""The Hoods"" by"
tt0087843,7,nm0073053,writer,screenplay by
tt0087843,8,nm0207401,writer,screenplay by
tt0087843,9,nm0575804,writer,screenplay by
tt0087884,10,nm0176839,composer,
tt0087884,1,nm0001765,actor,
tt0087884,2,nm0000176,actress,
tt0087884,3,nm0001777,actor,
tt0087884,4,nm0077669,actor,
tt0087884,5,nm0000694,director,
tt0087884,6,nm0141281,writer,adaptation by
tt0087884,7,nm0001731,writer,written by
tt0087884,8,nm0232924,writer,story editor: Channel 4
tt0087884,9,nm0346395,producer,producer
tt0087928,10,nm0006540,cinematographer,director of photography
tt0087928,1,nm0000430,actor,
tt0087928,2,nm0047265,actor,
tt0087928,3,nm0000326,actress,
tt0087928,4,nm0807571,actor,
tt0087928,5,nm0933505,director,
tt0087928,6,nm0411477,writer,screenplay
tt0087928,7,nm0698493,writer,screenplay
tt0087928,8,nm0556487,writer,original concept
tt0087928,9,nm0006077,composer,
tt0088128,10,nm0181149,production_designer,
tt0088128,1,nm0000208,actress,
tt0088128,2,nm0001309,actor,
tt0088128,3,nm0377888,actor,
tt0088128,4,nm0001706,actor,
tt0088128,5,nm0000455,director,
tt0088128,6,nm0337906,producer,producer
tt0088128,7,nm0627673,composer,
tt0088128,8,nm0126128,cinematographer,director of photography
tt0088128,9,nm0913149,editor,
tt0088247,10,nm0325358,editor,
tt0088247,1,nm0000216,actor,
tt0088247,2,nm0000157,actress,
tt0088247,3,nm0000299,actor,
tt0088247,4,nm0934902,actor,
tt0088247,5,nm0000116,director,
tt0088247,6,nm0005036,writer,written by
tt0088247,7,nm0936537,writer,additional dialogue
tt0088247,8,nm0006075,composer,
tt0088247,9,nm0004229,cinematographer,director of photography
tt0088258,10,nm0427654,production_designer,
tt0088258,1,nm0001661,actor,
tt0088258,2,nm0571106,actor,
tt0088258,3,nm0001302,actor,
tt0088258,4,nm0834571,actress,
tt0088258,5,nm0733427,writer,written by
tt0088258,6,nm0614420,producer,producer
tt0088258,7,nm0810545,cinematographer,
tt0088258,8,nm0079879,editor,
tt0088258,9,nm0781203,editor,
tt0088323,10,nm0312083,producer,producer
tt0088323,1,nm0000441,actor,
tt0088323,2,nm0646768,actor,
tt0088323,3,nm0000660,actress,
tt0088323,4,nm0574468,actor,
tt0088323,5,nm0000583,director,
tt0088323,6,nm0917833,writer,screenplay by
tt0088323,7,nm0256779,writer,novel
tt0088323,8,nm0247691,writer,additional dialogue
tt0088323,9,nm0251536,producer,producer
tt0088763,10,nm0004637,editor,
tt0088763,1,nm0000150,actor,
tt0088763,2,nm0000502,actor,
tt0088763,3,nm0000670,actress,
tt0088763,4,nm0000417,actor,
tt0088763,5,nm0000709,director,
tt0088763,6,nm0301826,writer,written by
tt0088763,7,nm0134635,producer,producer
tt0088763,8,nm0006293,composer,
tt0088763,9,nm0005678,cinematographer,director of photography
tt0088846,10,nm0004383,composer,
tt0088846,1,nm0000596,actor,
tt0088846,2,nm0002114,actress,
tt0088846,3,nm0000134,actor,
tt0088846,4,nm0001340,actress,
tt0088846,5,nm0000416,director,
tt0088846,6,nm0001779,writer,screenplay by
tt0088846,7,nm0571650,writer,screenplay by
tt0088846,8,nm0023395,writer,
tt0088846,9,nm0586969,producer,producer
tt0088847,10,nm0181149,production_designer,
tt0088847,1,nm0000389,actor,
tt0088847,2,nm0000555,actor,
tt0088847,3,nm0000208,actress,
tt0088847,4,nm0000639,actress,
tt0088847,5,nm0000455,director,
tt0088847,6,nm0849232,producer,producer
tt0088847,7,nm0286850,composer,
tt0088847,8,nm0215878,cinematographer,director of photography
tt0088847,9,nm0020441,editor,
tt0088944,10,nm0000035,composer,
tt0088944,1,nm0000216,actor,
tt0088944,2,nm0001044,actress,
tt0088944,3,nm0000445,actor,
tt0088944,4,nm0920460,actor,
tt0088944,5,nm0504495,director,
tt0088944,6,nm0517188,writer,story
tt0088944,7,nm0918861,writer,story
tt0088944,8,nm0211823,writer,story
tt0088944,9,nm0005428,producer,producer
tt0089218,10,nm0572622,cinematographer,director of photography
tt0089218,1,nm0000276,actor,
tt0089218,2,nm0000982,actor,
tt0089218,3,nm0169480,actor,
tt0089218,4,nm0000397,actor,
tt0089218,5,nm0001149,director,
tt0089218,6,nm0001060,writer,screenplay by
tt0089218,7,nm0000229,writer,story by
tt0089218,8,nm0076748,producer,producer
tt0089218,9,nm0006115,composer,
tt0089530,10,nm0005871,cinematographer,director of photography
tt0089530,1,nm0000154,actor,
tt0089530,2,nm0877913,actress,
tt0089530,3,nm0817748,actor,
tt0089530,4,nm0168284,actor,
tt0089530,5,nm0004306,director,
tt0089530,6,nm0644695,director,
tt0089530,7,nm0371249,writer,written by
tt0089530,8,nm0447945,writer,character creator
tt0089530,9,nm0003574,composer,
tt0089880,10,nm0000025,composer,
tt0089880,1,nm0000230,actor,
tt0089880,2,nm0001077,actor,
tt0089880,3,nm0621008,actor,
tt0089880,4,nm0000925,actor,
tt0089880,5,nm0181902,director,
tt0089880,6,nm0606251,writer,based on characters created by
tt0089880,7,nm0418883,writer,story by
tt0089880,8,nm0000116,writer,screenplay by
tt0089880,9,nm0270809,producer,producer
tt0089881,10,nm0797889,producer,producer
tt0089881,1,nm0619938,actor,
tt0089881,2,nm0855417,actor,
tt0089881,3,nm0628704,actor,
tt0089881,4,nm0753480,actor,
tt0089881,5,nm0000041,director,
tt0089881,6,nm0644823,writer,screenplay
tt0089881,7,nm0406836,writer,screenplay
tt0089881,8,nm0000636,writer,"play ""King Lear"""
tt0089881,9,nm0361683,producer,producer
tt0089927,10,nm0956699,editor,
tt0089927,1,nm0000230,actor,
tt0089927,2,nm0001735,actress,
tt0089927,3,nm0949350,actor,
tt0089927,4,nm0001835,actor,
tt0089927,5,nm0153590,producer,producer
tt0089927,6,nm0005563,producer,producer
tt0089927,7,nm0225746,composer,
tt0089927,8,nm0124832,cinematographer,director of photography
tt0089927,9,nm0923847,editor,
tt0090555,10,nm0830638,editor,
tt0090555,1,nm0001357,actor,
tt0090555,2,nm0468957,actress,
tt0090555,3,nm0576851,actor,
tt0090555,4,nm0347858,actor,
tt0090555,5,nm0265363,director,
tt0090555,6,nm0787185,writer,screenplay
tt0090555,7,nm0180257,writer,screenplay
tt0090555,8,nm0078984,composer,
tt0090555,9,nm0006570,cinematographer,director of photography
tt0090605,10,nm0005036,producer,producer
tt0090605,1,nm0000244,actress,
tt0090605,2,nm0000299,actor,
tt0090605,3,nm0001343,actress,
tt0090605,4,nm0001663,actor,
tt0090605,5,nm0000116,director,
tt0090605,6,nm0318429,writer,story by
tt0090605,7,nm0001353,writer,story by
tt0090605,8,nm0639321,writer,based on characters created by
tt0090605,9,nm0795953,writer,based on characters created by
tt0090728,10,nm0397697,composer,
tt0090728,1,nm0000621,actor,
tt0090728,2,nm0000326,actress,
tt0090728,3,nm0241748,actor,
tt0090728,4,nm0393222,actor,
tt0090728,5,nm0000118,director,
tt0090728,6,nm0325778,writer,written by
tt0090728,7,nm0918434,writer,written by
tt0090728,8,nm0725379,writer,adaptation
tt0090728,9,nm0290581,producer,producer
tt0090756,10,nm0635876,production_designer,
tt0090756,1,nm0000618,actress,
tt0090756,2,nm0001492,actor,
tt0090756,3,nm0000454,actor,
tt0090756,4,nm0000368,actress,
tt0090756,5,nm0000186,director,
tt0090756,6,nm0142301,producer,producer
tt0090756,7,nm0000823,composer,
tt0090756,8,nm0005695,cinematographer,director of photography
tt0090756,9,nm0242271,editor,
tt0091042,10,nm0181149,production_designer,
tt0091042,1,nm0000111,actor,
tt0091042,2,nm0001688,actor,
tt0091042,3,nm0000214,actress,
tt0091042,4,nm0000470,actor,
tt0091042,5,nm0000455,director,
tt0091042,6,nm0414930,producer,producer
tt0091042,7,nm0627673,composer,
tt0091042,8,nm0005714,cinematographer,director of photography
tt0091042,9,nm0386532,editor,
tt0091064,10,nm0410419,cinematographer,
tt0091064,1,nm0000156,actor,
tt0091064,2,nm0000133,actress,
tt0091064,3,nm0315288,actor,
tt0091064,4,nm0100205,actress,
tt0091064,5,nm0000343,director,
tt0091064,6,nm0486228,writer,short story
tt0091064,7,nm0688279,writer,screenplay
tt0091064,8,nm0180366,producer,producer
tt0091064,9,nm0006290,composer,
tt0091203,10,nm0659949,producer,producer
tt0091203,1,nm0000483,actor,
tt0091203,2,nm0000125,actor,
tt0091203,3,nm0000317,actor,
tt0091203,4,nm0366509,actress,
tt0091203,5,nm0611683,director,
tt0091203,6,nm0927074,writer,story
tt0091203,7,nm0069282,writer,screenplay
tt0091203,8,nm0272511,writer,screenplay
tt0091203,9,nm0205287,producer,producer
tt0091369,10,nm0004287,cinematographer,director of photography
tt0091369,1,nm0000309,actor,
tt0091369,2,nm0000124,actress,
tt0091369,3,nm0296614,actor,
tt0091369,4,nm0860712,actress,
tt0091369,5,nm0001345,director,
tt0091369,6,nm0497140,writer,story by
tt0091369,7,nm0001402,writer,screenplay by
tt0091369,8,nm0711918,producer,producer
tt0091369,9,nm0002303,composer,
tt0091605,10,nm0323708,writer,screenplay
tt0091605,1,nm0000125,actor,
tt0091605,2,nm0000225,actor,
tt0091605,3,nm0702818,actor,
tt0091605,4,nm0059946,actor,
tt0091605,5,nm0000269,director,
tt0091605,6,nm0248767,writer,"novel ""Il nome della rosa"""
tt0091605,7,nm0001949,writer,screenplay
tt0091605,8,nm0102722,writer,screenplay
tt0091605,9,nm0291442,writer,screenplay
tt0091763,10,nm0747941,production_designer,
tt0091763,1,nm0000221,actor,
tt0091763,2,nm0000297,actor,
tt0091763,3,nm0000353,actor,
tt0091763,4,nm0202966,actor,
tt0091763,5,nm0000231,director,
tt0091763,6,nm0465745,producer,producer
tt0091763,7,nm0000016,composer,
tt0091763,8,nm0724744,cinematographer,director of photography
tt0091763,9,nm0800943,editor,
tt0092005,10,nm0006217,composer,
tt0092005,1,nm0000696,actor,
tt0092005,2,nm0000203,actor,
tt0092005,3,nm0000397,actor,
tt0092005,4,nm0005278,actor,
tt0092005,5,nm0001661,director,
tt0092005,6,nm0000175,writer,"novella ""The Body"""
tt0092005,7,nm0317279,writer,screenplay
tt0092005,8,nm0262595,writer,screenplay
tt0092005,9,nm0770650,producer,producer
tt0092067,10,nm0440384,editor,
tt0092067,1,nm0849028,actress,
tt0092067,2,nm0948445,actress,
tt0092067,3,nm0368969,actress,
tt0092067,4,nm0855385,actor,
tt0092067,5,nm0594503,director,
tt0092067,6,nm0842605,writer,concept created by
tt0092067,7,nm0847223,producer,producer
tt0092067,8,nm0386749,composer,
tt0092067,9,nm0847122,cinematographer,
tt0092099,10,nm0000988,producer,producer
tt0092099,1,nm0000129,actor,
tt0092099,2,nm0000209,actor,
tt0092099,3,nm0000534,actress,
tt0092099,4,nm0000174,actor,
tt0092099,5,nm0001716,director,
tt0092099,6,nm0143596,writer,written by
tt0092099,7,nm0258390,writer,written by
tt0092099,8,nm1274594,writer,"magazine article ""Top Guns"""
tt0092099,9,nm0803730,writer,screenplay
tt0092644,10,nm0803730,writer,screenplay by
tt0092644,1,nm0000552,actor,
tt0092644,2,nm0001662,actor,
tt0092644,3,nm0001638,actor,
tt0092644,4,nm0001074,actor,
tt0092644,5,nm0001716,director,
tt0092644,6,nm0045301,writer,based on characters created by
tt0092644,7,nm0677943,writer,based on characters created by
tt0092644,8,nm0905160,writer,story by
tt0092644,9,nm0272511,writer,screenplay by
tt0092890,10,nm0291054,editor,
tt0092890,1,nm0000664,actor,
tt0092890,2,nm0000426,actress,
tt0092890,3,nm0001583,actor,
tt0092890,4,nm0722407,actress,
tt0092890,5,nm0001915,director,
tt0092890,6,nm0075044,writer,written by
tt0092890,7,nm0331988,producer,producer
tt0092890,8,nm0606657,composer,
tt0092890,9,nm0005749,cinematographer,director of photography
tt0092965,10,nm0550881,producer,producer
tt0092965,1,nm0000288,actor,
tt0092965,2,nm0000518,actor,
tt0092965,3,nm0001669,actress,
tt0092965,4,nm0369814,actor,
tt0092965,5,nm0000229,director,
tt0092965,6,nm0001779,writer,screenplay by
tt0092965,7,nm0050618,writer,based on the novel by
tt0092965,8,nm0583675,writer,
tt0092965,9,nm0005086,producer,producer
tt0092991,10,nm0204946,editor,
tt0092991,1,nm0132257,actor,
tt0092991,2,nm0077670,actress,
tt0092991,3,nm0382830,actor,
tt0092991,4,nm0219990,actress,
tt0092991,5,nm0000600,director,
tt0092991,6,nm0818547,writer,written by
tt0092991,7,nm0849964,producer,producer
tt0092991,8,nm0006173,composer,
tt0092991,9,nm0005687,cinematographer,director of photography
tt0093058,10,nm0402950,editor,
tt0093058,1,nm0000546,actor,
tt0093058,2,nm0000388,actor,
tt0093058,3,nm0000352,actor,
tt0093058,4,nm0000284,actor,
tt0093058,5,nm0000040,director,
tt0093058,6,nm0380282,writer,screenplay by
tt0093058,7,nm0368007,writer,screenplay by
tt0093058,8,nm0473588,composer,
tt0093058,9,nm0005801,cinematographer,
tt0093105,10,nm0816292,cinematographer,director of photography
tt0093105,1,nm0000245,actor,
tt0093105,2,nm0001845,actor,
tt0093105,3,nm0870918,actor,
tt0093105,4,nm0837701,actress,
tt0093105,5,nm0001469,director,
tt0093105,6,nm0548732,writer,written by
tt0093105,7,nm0108368,producer,producer
tt0093105,8,nm0425741,producer,producer
tt0093105,9,nm0006218,composer,
tt0093177,10,nm0118050,production_designer,
tt0093177,1,nm0732367,actor,
tt0093177,2,nm0383354,actress,
tt0093177,3,nm0491090,actress,
tt0093177,4,nm0152521,actor,
tt0093177,5,nm0000850,director,
tt0093177,6,nm0276541,producer,producer
tt0093177,7,nm0002366,composer,
tt0093177,8,nm0896485,cinematographer,director of photography
tt0093177,9,nm0546263,editor,
tt0093389,10,nm0126154,composer,
tt0093389,1,nm0518821,actor,
tt0093389,2,nm0001040,actress,
tt0093389,3,nm0000564,actor,
tt0093389,4,nm0948078,actor,
tt0093389,5,nm0000934,director,
tt0093389,6,nm0881100,writer,initial screenplay collaboration
tt0093389,7,nm0672546,writer,screenplay
tt0093389,8,nm0699701,writer,"autobiography ""From Emperor to Citizen, The Autobiography of Aisin-Gioro Pu Yi"""
tt0093389,9,nm0859016,producer,producer
tt0093409,10,nm0004383,composer,
tt0093409,1,nm0000154,actor,
tt0093409,2,nm0000418,actor,
tt0093409,3,nm0000997,actor,
tt0093409,4,nm0752751,actor,
tt0093409,5,nm0001149,director,
tt0093409,6,nm0000948,writer,written by
tt0093409,7,nm0090151,writer,
tt0093409,8,nm0005428,producer,producer
tt0093409,9,nm0002008,composer,
tt0093437,10,nm0002353,composer,
tt0093437,1,nm0000574,actor,
tt0093437,2,nm0000433,actor,
tt0093437,3,nm0001848,actress,
tt0093437,4,nm0400464,actor,
tt0093437,5,nm0001708,director,
tt0093437,6,nm0278969,writer,story
tt0093437,7,nm0421894,writer,story
tt0093437,8,nm0090151,writer,screenplay
tt0093437,9,nm0076748,producer,producer
tt0093748,1,nm0000188,actor,
tt0093748,2,nm0001006,actor,
tt0093748,3,nm0732309,actress,
tt0093748,4,nm0571106,actor,
tt0093748,5,nm0000455,director,
tt0093748,6,nm0627673,composer,
tt0093748,7,nm0676286,cinematographer,director of photography
tt0093748,8,nm0386532,editor,
tt0093748,9,nm0181149,production_designer,
tt0093773,10,nm0005428,producer,producer
tt0093773,1,nm0000216,actor,
tt0093773,2,nm0001835,actor,
tt0093773,3,nm0001310,actor,
tt0093773,4,nm0001990,actress,
tt0093773,5,nm0001532,director,
tt0093773,6,nm0859029,writer,written by
tt0093773,7,nm0859049,writer,written by
tt0093773,8,nm0204862,producer,producer
tt0093773,9,nm0330383,producer,producer
tt0093779,10,nm0500371,editor,film editor
tt0093779,1,nm0000144,actor,
tt0093779,2,nm0001597,actor,
tt0093779,3,nm0000705,actress,
tt0093779,4,nm0001697,actor,
tt0093779,5,nm0001661,director,
tt0093779,6,nm0001279,writer,screenplay by
tt0093779,7,nm0770650,producer,producer
tt0093779,8,nm0461360,composer,
tt0093779,9,nm0000939,cinematographer,director of photography
tt0093822,10,nm0615788,production_designer,
tt0093822,1,nm0000115,actor,
tt0093822,2,nm0000456,actress,
tt0093822,3,nm0934254,actor,
tt0093822,4,nm0000422,actor,
tt0093822,5,nm0001054,director,
tt0093822,6,nm0001053,director,
tt0093822,7,nm0001980,composer,
tt0093822,8,nm0001756,cinematographer,
tt0093822,9,nm0588998,editor,
tt0093870,10,nm0005911,cinematographer,director of photography
tt0093870,1,nm0000693,actor,
tt0093870,2,nm0000262,actress,
tt0093870,3,nm0641397,actor,
tt0093870,4,nm0001074,actor,
tt0093870,5,nm0000682,director,
tt0093870,6,nm0627159,writer,written by
tt0093870,7,nm0591160,writer,written by
tt0093870,8,nm0772829,producer,producer
tt0093870,9,nm0006231,composer,
tt0093894,10,nm0266536,composer,
tt0093894,1,nm0000216,actor,
tt0093894,2,nm0000744,actress,
tt0093894,3,nm0001433,actor,
tt0093894,4,nm0570793,actor,
tt0093894,5,nm0001274,director,
tt0093894,6,nm0000175,writer,novel
tt0093894,7,nm0211823,writer,screenplay
tt0093894,8,nm0511707,producer,producer
tt0093894,9,nm0957030,producer,producer
tt0094012,10,nm0550671,production_designer,
tt0094012,1,nm0000316,actor,
tt0094012,2,nm0001006,actor,
tt0094012,3,nm0001548,actor,
tt0094012,4,nm0000597,actor,
tt0094012,5,nm0576070,writer,written by
tt0094012,6,nm0334283,writer,written by
tt0094012,7,nm0606657,composer,
tt0094012,8,nm0572622,cinematographer,director of photography
tt0094012,9,nm0119322,editor,
tt0094226,10,nm0513165,producer,producer
tt0094226,1,nm0000126,actor,
tt0094226,2,nm0000125,actor,
tt0094226,3,nm0000134,actor,
tt0094226,4,nm0001747,actor,
tt0094226,5,nm0000361,director,
tt0094226,6,nm0000519,writer,written by
tt0094226,7,nm0289708,writer,suggested by book
tt0094226,8,nm0626479,writer,suggested by book
tt0094226,9,nm0588079,writer,additional material
tt0094291,10,nm0800943,editor,
tt0094291,1,nm0000221,actor,
tt0094291,2,nm0000140,actor,
tt0094291,3,nm0876645,actress,
tt0094291,4,nm0184429,actor,
tt0094291,5,nm0000231,director,
tt0094291,6,nm0007140,writer,written by
tt0094291,7,nm0696299,producer,producer
tt0094291,8,nm0004841,composer,
tt0094291,9,nm0724744,cinematographer,director of photography
tt0094625,10,nm0592666,cinematographer,director of photography
tt0094625,1,nm0412628,actor,
tt0094625,2,nm0765815,actor,
tt0094625,3,nm0468708,actress,
tt0094625,4,nm0312656,actor,
tt0094625,5,nm0960028,director,supervising director
tt0094625,6,nm0368051,writer,screenplay
tt0094625,7,nm0441394,producer,producer
tt0094625,8,nm5923859,producer,producer
tt0094625,9,nm0945602,composer,
tt0094721,10,nm0368069,producer,producer
tt0094721,1,nm0000285,actor,
tt0094721,2,nm0000133,actress,
tt0094721,3,nm0000474,actor,
tt0094721,4,nm0568499,actress,
tt0094721,5,nm0000318,director,
tt0094721,6,nm0568313,writer,story
tt0094721,7,nm0933733,writer,story
tt0094721,8,nm0803730,writer,screenplay
tt0094721,9,nm0070498,producer,producer
tt0094737,10,nm0006290,composer,
tt0094737,1,nm0000158,actor,
tt0094737,2,nm0001610,actress,
tt0094737,3,nm0005162,actor,
tt0094737,4,nm0001334,actor,
tt0094737,5,nm0001508,director,
tt0094737,6,nm0002657,writer,written by
tt0094737,7,nm0818576,writer,written by
tt0094737,8,nm0000985,producer,producer
tt0094737,9,nm0339086,producer,producer
tt0094898,10,nm0734755,composer,
tt0094898,1,nm0000552,actor,
tt0094898,2,nm0061003,actor,
tt0094898,3,nm0004731,actress,
tt0094898,4,nm0269936,actress,
tt0094898,5,nm0000484,director,
tt0094898,6,nm0790775,writer,screenplay
tt0094898,7,nm0087904,writer,screenplay
tt0094898,8,nm0284390,producer,producer
tt0094898,9,nm0905160,producer,producer
tt0095016,10,nm0005428,producer,producer
tt0095016,1,nm0000246,actor,
tt0095016,2,nm0000614,actor,
tt0095016,3,nm0000889,actress,
tt0095016,4,nm0001817,actor,
tt0095016,5,nm0001532,director,
tt0095016,6,nm0861636,writer,based on the novel by
tt0095016,7,nm0835732,writer,screenplay by
tt0095016,8,nm0211823,writer,screenplay by
tt0095016,9,nm0330383,producer,producer
tt0095159,10,nm0494861,production_designer,
tt0095159,1,nm0000092,actor,
tt0095159,2,nm0000130,actress,
tt0095159,3,nm0000177,actor,
tt0095159,4,nm0001589,actor,
tt0095159,5,nm0187769,director,
tt0095159,6,nm0787834,producer,producer
tt0095159,7,nm0006047,composer,
tt0095159,8,nm0401727,cinematographer,
tt0095159,9,nm0433384,editor,
tt0095327,10,nm0786707,editor,
tt0095327,1,nm0851302,actor,
tt0095327,2,nm0794186,actress,
tt0095327,3,nm0945312,actress,
tt0095327,4,nm0794002,actress,
tt0095327,5,nm0847223,director,
tt0095327,6,nm0636435,writer,novel
tt0095327,7,nm0361701,producer,producer
tt0095327,8,nm2197915,composer,
tt0095327,9,nm0468710,cinematographer,director of photography
tt0095705,10,nm0627673,composer,
tt0095705,1,nm0000558,actor,
tt0095705,2,nm0001636,actress,
tt0095705,3,nm0001740,actor,
tt0095705,4,nm0001544,actor,
tt0095705,5,nm0001878,director,
tt0095705,6,nm0958387,writer,written by
tt0095705,7,nm0000720,writer,written by
tt0095705,8,nm0698493,writer,written by
tt0095705,9,nm0919154,producer,producer
tt0095765,10,nm0005721,cinematographer,
tt0095765,1,nm0634159,actor,
tt0095765,2,nm0134073,actor,
tt0095765,3,nm0041066,actress,
tt0095765,4,nm0199774,actress,
tt0095765,5,nm0868153,director,
tt0095765,6,nm0660031,writer,collaborating writer
