"('mid',)","('pid',)"
tt7097896,nm0785227
tt7126948,nm0420941
tt7131622,nm0000233
tt7146812,nm0768959
tt7286456,nm0680846
tt7349662,nm0000490
tt7349950,nm0615592
tt7395114,nm1290515
tt7401588,nm1890845
tt7556122,nm0697656
tt7653254,nm0000876
tt7668870,nm3792134
tt7713068,nm4014166
tt7737786,nm0006846
tt7784604,nm4170048
tt7798634,nm2366012
tt7798634,nm2419470
tt7846844,nm0102873
tt7888964,nm5820154
tt7959026,nm0000142
tt7975244,nm0440458
tt7984734,nm3211470
tt7984766,nm2391575
tt7991608,nm1098493
tt8079248,nm0000965
tt8106534,nm0000881
tt8110330,nm2535507
tt8228288,nm2008067
tt8244784,nm0957505
tt8332922,nm1024677
tt8367814,nm0005363
tt8404614,nm0576987
tt8579674,nm0005222
tt8772262,nm4170048
tt8936646,nm1092087
tt8946378,nm0426059
tt9032400,nm2125482
tt9243946,nm0319213
tt9376612,nm2308774
tt9421570,nm0298807
tt9484998,nm3817317
tt9495224,nm1720541
tt9620292,nm2193504
tt9770150,nm2125482
tt9777666,nm0003021
tt9893250,nm2128335
