"('mid',)","('pid',)"
tt0306047,nm0915465
tt0306047,nm0005541
tt0306047,nm0424688
tt0306047,nm0064556
tt0306047,nm0294997
tt0306047,nm0783536
tt0307453,nm5022110
tt0307453,nm1224299
tt0307453,nm0042006
tt0307453,nm0073688
tt0307453,nm0084190
tt0307453,nm0692040
tt0307453,nm0769840
tt0307453,nm0931185
tt0307453,nm1019583
tt0307453,nm1659741
tt0307901,nm1125275
tt0307987,nm0275629
tt0307987,nm0720135
tt0308644,nm0460632
tt0308644,nm1341735
tt0309593,nm0344259
tt0309593,nm0107774
tt0309593,nm0714695
tt0309698,nm0177769
tt0309987,nm0010434
tt0310793,nm0601619
tt0311113,nm1140640
tt0311113,nm0001837
tt0311113,nm0171722
tt0311429,nm0600872
tt0311429,nm1171463
tt0311429,nm0732702
tt0312004,nm0101508
tt0312004,nm0661910
tt0312004,nm0123666
tt0312004,nm13450651
tt0312004,nm0048276
tt0313737,nm0492909
tt0314331,nm0193485
tt0314353,nm0489620
tt0314353,nm0162752
tt0315327,nm0466175
tt0315327,nm0641479
tt0315327,nm0644203
tt0315733,nm0037247
tt0316654,nm0498278
tt0316654,nm0228492
tt0316654,nm0332184
tt0316654,nm0587692
tt0316654,nm0149290
tt0316654,nm0765091
tt0317198,nm0276144
tt0317198,nm0203577
tt0317198,nm0193485
tt0317198,nm0111845
tt0317219,nm0005124
tt0317219,nm0710020
tt0317219,nm0460146
tt0317219,nm1557594
tt0317219,nm1195697
tt0317219,nm1198436
tt0317248,nm0513130
tt0317248,nm1130251
tt0317705,nm0083348
tt0317740,nm0448392
tt0317740,nm0694526
tt0317740,nm0694638
tt0317919,nm0476064
tt0317919,nm0649460
tt0317919,nm0009190
tt0317919,nm0312367
tt0318462,nm0346466
tt0318462,nm1424928
tt0318462,nm1433580
tt0318627,nm0027271
tt0319061,nm1180620
tt0319061,nm0041864
tt0319262,nm0000386
tt0319262,nm0618680
tt0319343,nm1183854
tt0320661,nm1184258
tt0320691,nm0340485
tt0320691,nm0936482
tt0320691,nm0564286
tt0322259,nm0860155
tt0322259,nm0104973
tt0322259,nm0351929
tt0322330,nm0734742
tt0322330,nm0352320
tt0322330,nm0228908
tt0324216,nm0377066
tt0324216,nm0001361
tt0324216,nm0466925
tt0325703,nm1212988
tt0325703,nm0211823
tt0325703,nm0366337
tt0325710,nm0517589
tt0325710,nm0001880
tt0325710,nm0380980
tt0325805,nm1201715
tt0325805,nm1206007
tt0325805,nm0341372
tt0325980,nm0254645
tt0325980,nm0744429
tt0325980,nm0064181
tt0325980,nm0938684
tt0327056,nm0001338
tt0327056,nm1212331
tt0327084,nm0089676
tt0327084,nm0131661
tt0327084,nm0395924
tt0327084,nm0456732
tt0327084,nm1212328
tt0327084,nm1213375
tt0327084,nm1938852
tt0327084,nm0286790
tt0327084,nm0221133
tt0327554,nm0004170
tt0327554,nm0714246
tt0327554,nm0104335
tt0327554,nm0274905
tt0327554,nm0736966
tt0327597,nm0783139
tt0327597,nm0301274
tt0327850,nm0829739
tt0327850,nm0888743
tt0328107,nm0704031
tt0328107,nm0001338
tt0328828,nm0381221
tt0328880,nm0614742
tt0328880,nm0131661
tt0328880,nm0395924
tt0328880,nm0070368
tt0328880,nm1943855
tt0328880,nm0027459
tt0328880,nm1850798
tt0328880,nm2119461
tt0328880,nm0940401
tt0328880,nm0258059
tt0328880,nm0363125
tt0328880,nm0424666
tt0328880,nm0636236
tt0328880,nm1561257
tt0328880,nm0388113
tt0328880,nm1073183
tt0328880,nm0791588
tt0328880,nm0683724
tt0328880,nm1973552
tt0328880,nm0234837
tt0328880,nm2320658
tt0328880,nm2042425
tt0328880,nm1950901
tt0328880,nm0930261
tt0328880,nm2090115
tt0328880,nm0505946
tt0328880,nm0021249
tt0329101,nm0000127
tt0329101,nm0566699
tt0329101,nm1226735
tt0329101,nm1226737
tt0330373,nm0460141
tt0330373,nm0746830
tt0330793,nm0378144
tt0330793,nm0289833
tt0332280,nm0505230
tt0332280,nm0764982
tt0332280,nm0817023
tt0332379,nm0925234
tt0332452,nm0392955
tt0332452,nm1125275
tt0333766,nm0103785
tt0335245,nm0001054
tt0335245,nm0001053
tt0335245,nm0741740
tt0335266,nm0001068
tt0335345,nm0280179
tt0335345,nm0000154
tt0335438,nm0088479
tt0335438,nm1192866
tt0335438,nm1016088
tt0335438,nm0680846
tt0335438,nm0035905
tt0337563,nm0326092
tt0337563,nm0951135
tt0337741,nm0583600
tt0337978,nm1985343
tt0337978,nm0861636
tt0337978,nm0093560
tt0337978,nm0545861
tt0338013,nm0442109
tt0338013,nm0327273
tt0338013,nm1410028
tt0338337,nm0001140
tt0338337,nm1212988
tt0338348,nm0885575
tt0338348,nm0000709
tt0338348,nm0115310
tt0338526,nm0814085
tt0338564,nm0538320
tt0338564,nm0159039
tt0338751,nm0517589
tt0339291,nm0330565
tt0339291,nm1274516
tt0340163,nm0186101
tt0340163,nm0724514
tt0340855,nm0420941
tt0342258,nm0000108
tt0343135,nm0357453
tt0343660,nm1286500
tt0343737,nm0744839
tt0343818,nm0899113
tt0343818,nm0326040
tt0343818,nm0001920
tt0346491,nm0000231
tt0346491,nm0477370
tt0346491,nm0436164
tt0347149,nm0594503
tt0347149,nm1168510
tt0348150,nm1002424
tt0348150,nm0003529
tt0348150,nm0001741
tt0348150,nm0796950
tt0348150,nm0795975
tt0348836,nm0349406
tt0349683,nm0291905
tt0349903,nm1079776
tt0349903,nm0425138
tt0349903,nm0751207
tt0350258,nm0000431
tt0350258,nm1343803
tt0351283,nm0123666
tt0351283,nm1129905
tt0351283,nm0201509
tt0351283,nm0569891
tt0352248,nm0391132
tt0352248,nm0326040
tt0353969,nm0094435
tt0353969,nm1323286
tt0353969,nm1646563
tt0355295,nm0472567
tt0356150,nm0073688
tt0356150,nm0541635
tt0356150,nm0769840
tt0356910,nm1334526
tt0357413,nm0002071
tt0357413,nm0570912
tt0358082,nm0593856
tt0358082,nm0572151
tt0358082,nm1865755
tt0358082,nm0304665
tt0358082,nm0541632
tt0358082,nm0431622
tt0358082,nm0917188
tt0358273,nm0143599
tt0358273,nm0219456
tt0358273,nm0003506
tt0358273,nm1789517
tt0359013,nm0275286
tt0359013,nm0938379
tt0359013,nm0170160
tt0359950,nm0175726
tt0359950,nm0862122
tt0360486,nm1393443
tt0360486,nm1212017
tt0360486,nm0110778
tt0360486,nm0135141
tt0360717,nm0909638
tt0360717,nm0101991
tt0360717,nm0001392
tt0360717,nm0178260
tt0360717,nm0908624
tt0361596,nm0601619
tt0361748,nm0000233
tt0361862,nm0466925
tt0362120,nm0563301
tt0362120,nm0000720
tt0362120,nm0698493
tt0362120,nm0915465
tt0362120,nm0005541
tt0362120,nm0424688
tt0362120,nm0064556
tt0362120,nm0294997
tt0362120,nm0783536
tt0362227,nm0629272
tt0362227,nm0315065
tt0362227,nm0622288
tt0362270,nm0027572
tt0362270,nm0000876
tt0363163,nm0251536
tt0363163,nm0275264
tt0363163,nm0432622
tt0363163,nm0612199
tt0363547,nm0001681
tt0363547,nm0348181
tt0363771,nm0668754
tt0363771,nm0011470
tt0363771,nm1321655
tt0363771,nm1321656
tt0363771,nm0507000
tt0363988,nm0000175
tt0363988,nm0462895
tt0364569,nm1628380
tt0364569,nm2057405
tt0364569,nm0661791
tt0364569,nm1367409
tt0364569,nm1369364
tt0364725,nm1098493
tt0365737,nm0300866
tt0365737,nm1373849
tt0365748,nm0670408
tt0365748,nm0942367
tt0365830,nm0085312
tt0365830,nm0309307
tt0365830,nm0528381
tt0365907,nm0088747
tt0365907,nm0291082
tt0366548,nm0004306
tt0366548,nm0171722
tt0366548,nm0606688
tt0366548,nm0171253
tt0366551,nm1375358
tt0366551,nm1376383
tt0366627,nm1789514
tt0366627,nm0733692
tt0366627,nm1127653
tt0367594,nm0001094
tt0367594,nm0041864
tt0367882,nm0462895
tt0367882,nm0000184
tt0367882,nm0622288
tt0367882,nm0442241
tt0367959,nm0365383
tt0368008,nm0174410
tt0368008,nm0043480
tt0368008,nm0002417
tt0368008,nm1212988
tt0368447,nm0796117
tt0368891,nm0467942
tt0368891,nm0926727
tt0368891,nm0926729
tt0368891,nm0043233
tt0368891,nm1469874
tt0369339,nm0064181
tt0369441,nm0031976
tt0369441,nm0831557
tt0369441,nm0301416
tt0369441,nm0318429
tt0369441,nm0069547
tt0369441,nm0725006
tt0369610,nm0415425
tt0369610,nm0798646
tt0369610,nm1119880
tt0369610,nm2081046
tt0369610,nm0000341
tt0370263,nm0639321
tt0370263,nm0795953
tt0370263,nm0859029
tt0370263,nm0859049
tt0370263,nm0027271
tt0371724,nm0010930
tt0371724,nm0456732
tt0371746,nm1318843
tt0371746,nm1319757
tt0371746,nm1436466
tt0371746,nm0391344
tt0371746,nm0498278
tt0371746,nm1411347
tt0371746,nm1293367
tt0371746,nm0456158
tt0372183,nm0524924
tt0372183,nm0006904
tt0372588,nm0005295
tt0372588,nm0001778
tt0372588,nm0103702
tt0372784,nm0004170
tt0372784,nm0275286
tt0372784,nm0634240
tt0373051,nm0919115
tt0373051,nm0280814
tt0373051,nm0505662
tt0373051,nm0894523
tt0373074,nm0159507
tt0373074,nm0874683
tt0373074,nm0403230
tt0373074,nm0151013
tt0373469,nm0356539
tt0373469,nm0000948
tt0373883,nm0957772
tt0373883,nm0000118
tt0373883,nm0384185
tt0373889,nm0325533
tt0373889,nm0746830
tt0373926,nm0826369
tt0373926,nm0911422
tt0373926,nm1017488
tt0373926,nm0291082
tt0373926,nm0001873
tt0374900,nm0381478
tt0374900,nm1415801
tt0375063,nm0681914
tt0375063,nm0668247
tt0375063,nm0852591
tt0375679,nm0353673
tt0375679,nm0604263
tt0375912,nm1129753
tt0376136,nm0732430
tt0376136,nm0860219
tt0376541,nm0544999
tt0376994,nm1334526
tt0376994,nm0672015
tt0377092,nm1577281
tt0377092,nm0275486
tt0378194,nm0000233
tt0378194,nm0000235
tt0379725,nm0001246
tt0379725,nm1707307
tt0379786,nm0923736
tt0380510,nm0909638
tt0380510,nm0101991
tt0380510,nm0001392
tt0380510,nm1451254
tt0381061,nm0701031
tt0381061,nm0905498
tt0381061,nm0353673
tt0381061,nm0001220
tt0381681,nm0000500
tt0381681,nm0000365
tt0381681,nm0000160
tt0381681,nm0471811
tt0381707,nm0005540
tt0381707,nm0915465
tt0381707,nm0005541
tt0381707,nm0568377
tt0381707,nm0811360
tt0381707,nm0177348
tt0381849,nm0919925
tt0381849,nm0104973
tt0381849,nm0351929
tt0381849,nm0001465
tt0382625,nm0326040
tt0382625,nm1467010
tt0382932,nm0083348
tt0382932,nm0684342
tt0382932,nm0135296
tt0382932,nm1486235
tt0382932,nm1271884
tt0382932,nm0677037
tt0383574,nm0254645
tt0383574,nm0744429
tt0383574,nm0064181
tt0383574,nm0938684
tt0384537,nm0000812
tt0384793,nm0177836
tt0384793,nm0171651
tt0384793,nm0991423
tt0384806,nm0466925
tt0384806,nm0030663
tt0384806,nm0827839
tt0384806,nm0527567
tt0384806,nm0527582
tt0385002,nm0591994
tt0385002,nm1471990
tt0385002,nm0791285
tt0385004,nm1104077
tt0385004,nm0910841
tt0385004,nm0955443
tt0385752,nm0919363
tt0385752,nm1099514
tt0385880,nm1363595
tt0385880,nm1041479
tt0385880,nm0972040
tt0386117,nm0005069
tt0386117,nm1101630
tt0386117,nm0784124
tt0386140,nm0649460
tt0386140,nm0476064
tt0386140,nm0254645
tt0386140,nm0744429
tt0386140,nm0191547
tt0386588,nm1358355
tt0387131,nm0128997
tt0387131,nm0494170
tt0387564,nm1191481
tt0387564,nm1490123
tt0387808,nm0431918
tt0387808,nm1000113
tt0388482,nm0000108
tt0388482,nm0436543
tt0388795,nm0698925
tt0388795,nm0573505
tt0388795,nm0652223
tt0389722,nm0632051
tt0389722,nm0064181
tt0389722,nm0625198
tt0389722,nm2615528
tt0389790,nm0000632
tt0389790,nm0272324
tt0389790,nm0546267
tt0389790,nm0732165
tt0389790,nm0552092
tt0389790,nm1166844
tt0389860,nm0466175
tt0389860,nm0641479
tt0390384,nm1503403
tt0390521,nm1041597
tt0391198,nm0839812
tt0391198,nm1234345
tt0393109,nm0426059
tt0393162,nm0777043
tt0393162,nm0309691
tt0395169,nm0669311
tt0395169,nm0313623
tt0396171,nm0001949
tt0396171,nm0251536
tt0396171,nm0878756
tt0396171,nm0845752
tt0396269,nm0264520
tt0396269,nm1462097
tt0397065,nm0067676
tt0397065,nm0370937
tt0397065,nm0370928
tt0397101,nm0472567
tt0397535,nm0842523
tt0397535,nm1006264
tt0397892,nm1557594
tt0397892,nm0930261
tt0398165,nm0748665
tt0398165,nm0944003
tt0398165,nm1417242
tt0398286,nm1557594
tt0398286,nm0342278
tt0398286,nm0342303
tt0398808,nm0830969
tt0398808,nm1547579
tt0398808,nm0665505
tt0399146,nm0905957
tt0399146,nm1583671
tt0399146,nm0647939
tt0399201,nm1047021
tt0399201,nm0476064
tt0399201,nm0649460
tt0399295,nm0629272
tt0401383,nm0367838
tt0401383,nm1568285
tt0401729,nm0004056
tt0401729,nm0028764
tt0401729,nm0149290
tt0401729,nm0123194
tt0401792,nm0588340
tt0401792,nm0001675
tt0401855,nm0564286
tt0401855,nm0936482
tt0401855,nm0340485
tt0402022,nm0006534
tt0402022,nm0542062
tt0402022,nm0161285
tt0404032,nm0090199
tt0404032,nm0220600
tt0404203,nm0276062
tt0404203,nm0674909
tt0405094,nm0003697
tt0405159,nm0353673
tt0405159,nm0101801
tt0405296,nm0001140
tt0405296,nm0000500
tt0405422,nm0031976
tt0405422,nm0136797
tt0405508,nm1028832
tt0405508,nm9808611
tt0405508,nm1149334
tt0405508,nm1018493
tt0405508,nm0659238
tt0406375,nm0885575
tt0406375,nm0462895
tt0406375,nm0436960
tt0407304,nm0295264
tt0407304,nm0462895
tt0407304,nm0920229
tt0407887,nm1184258
tt0407887,nm0538320
tt0407887,nm0159039
tt0408236,nm0517589
tt0408236,nm0923839
tt0408236,nm0093904
tt0408306,nm1065785
tt0408306,nm0744839
tt0408306,nm0427305
tt0408790,nm1618225
tt0408790,nm0712753
tt0409182,nm0698873
tt0409182,nm0302904
tt0409459,nm1733301
tt0409459,nm0371684
tt0409459,nm0874844
tt0409847,nm0649460
tt0409847,nm0476064
tt0409847,nm0511541
tt0409847,nm1318843
tt0409847,nm1319757
tt0409847,nm0644203
tt0409847,nm0003321
tt0410297,nm1430632
tt0410297,nm0453442
tt0410297,nm1022446
tt0411477,nm0868219
tt0411477,nm0586005
tt0412019,nm0000464
tt0412019,nm2260851
tt0412019,nm0238138
tt0413099,nm0644203
tt0413099,nm0169505
tt0413099,nm0812513
tt0413099,nm0466175
tt0413099,nm0641479
tt0413267,nm0696949
tt0413267,nm0780620
tt0413267,nm1844237
tt0413267,nm0912403
tt0413267,nm0011470
tt0413267,nm0825308
tt0413267,nm0254645
tt0413267,nm0744429
tt0413267,nm0776107
tt0413267,nm0830294
tt0413300,nm0000600
tt0413300,nm0706898
tt0413300,nm0765091
tt0413300,nm0498278
tt0413300,nm0228492
tt0414387,nm0595738
tt0414387,nm0000807
tt0414387,nm0000668
tt0414982,nm0604688
tt0414982,nm0939128
tt0414982,nm0714695
tt0414993,nm0004716
tt0414993,nm0359504
tt0415306,nm0002071
tt0415306,nm0570912
tt0416320,nm0000095
tt0416449,nm0811583
tt0416449,nm0426500
tt0416449,nm1290582
tt0416449,nm0588340
tt0416449,nm2241067
tt0417148,nm1733422
tt0417148,nm0349406
tt0417148,nm2154048
tt0417741,nm0460141
tt0417741,nm0746830
tt0418279,nm0649460
tt0418279,nm0476064
tt0418279,nm0736966
tt0418689,nm0115310
tt0418689,nm0353673
tt0418689,nm1669383
tt0418689,nm0694612
tt0418763,nm0115310
tt0418763,nm1666018
tt0419706,nm1709264
tt0419706,nm0834338
tt0420223,nm1590998
tt0421073,nm0255278
tt0421073,nm0934483
tt0421073,nm1150145
tt0421239,nm0255296
tt0421239,nm1929257
tt0421715,nm0744839
tt0421715,nm0842523
tt0421715,nm0280234
tt0422720,nm0001068
tt0424095,nm0166074
tt0424095,nm0478588
tt0424095,nm0515941
tt0424095,nm0444653
tt0424095,nm0204030
tt0424095,nm0271402
tt0424095,nm0520485
tt0424136,nm0625198
tt0424345,nm0003620
tt0425061,nm0040022
tt0425061,nm0256079
tt0425061,nm0000316
tt0425061,nm0377750
tt0425112,nm0942367
tt0425112,nm0670408
tt0425123,nm0865847
tt0425123,nm0228908
tt0425123,nm1344075
tt0425210,nm1429512
tt0426883,nm0001024
tt0426931,nm0145309
tt0426931,nm0366337
tt0426931,nm1554513
tt0427152,nm1115862
tt0427152,nm1911349
tt0427152,nm0891554
tt0427327,nm0228908
tt0427327,nm0000691
tt0427327,nm1764916
tt0427327,nm0576070
tt0427944,nm0718646
tt0427944,nm1740772
tt0429493,nm0138620
tt0429493,nm0089141
tt0429493,nm0940790
tt0429493,nm0526967
tt0429493,nm0004798
tt0430105,nm0254213
tt0430105,nm1749087
tt0430357,nm0000520
tt0430357,nm0947608
tt0430922,nm0000251
tt0430922,nm0380819
tt0430922,nm0748620
tt0430922,nm0906476
tt0430922,nm0547800
tt0431197,nm1996352
tt0431308,nm0481418
tt0431308,nm0737216
tt0431308,nm1754499
tt0432021,nm0027271
tt0432283,nm0001094
tt0432283,nm0027572
tt0432283,nm0000876
tt0432348,nm1191481
tt0432348,nm1135423
tt0433035,nm0309691
tt0433035,nm0319659
tt0433035,nm0505230
tt0433035,nm0558577
tt0433362,nm1294961
tt0433362,nm1294962
tt0433400,nm0204129
tt0434409,nm0905152
tt0434409,nm0905154
tt0434409,nm2331222
tt0435625,nm0551076
tt0435651,nm2276729
tt0435651,nm0004332
tt0435651,nm0523342
tt0435705,nm0325778
tt0435705,nm0378144
tt0435705,nm0076602
tt0435705,nm0001140
tt0435761,nm0005124
tt0435761,nm0004056
tt0435761,nm0881279
tt0435761,nm1578335
tt0436697,nm0604948
tt0437086,nm0000116
tt0437086,nm0436164
tt0437086,nm1738737
tt0438097,nm0310087
tt0438097,nm0841532
tt0438097,nm2186362
tt0438097,nm5022110
tt0438488,nm0104335
tt0438488,nm0274905
tt0440963,nm0006904
tt0440963,nm1994243
tt0440963,nm1079776
tt0440963,nm0524924
tt0441773,nm0008743
tt0441773,nm0074184
tt0441773,nm0717550
tt0441773,nm0903456
tt0441773,nm1938852
tt0442933,nm0301274
tt0442933,nm0000812
tt0442933,nm1511619
tt0443272,nm1065785
tt0443272,nm0329447
tt0443274,nm1633356
tt0443453,nm0056187
tt0443453,nm0385630
tt0443453,nm0063165
tt0443453,nm0563243
tt0443453,nm0680846
tt0443543,nm1139726
tt0443543,nm1841035
tt0443649,nm0000386
tt0443649,nm0460057
tt0443680,nm0231596
tt0443680,nm0361069
tt0443706,nm0888743
tt0443706,nm1172196
tt0445922,nm0166074
tt0445922,nm0478588
tt0445922,nm0853380
tt0445934,nm1837763
tt0445934,nm1829796
tt0445934,nm0005311
tt0445934,nm1014365
tt0445934,nm1015106
tt0446029,nm0045209
tt0446029,nm0942367
tt0446029,nm1854069
tt0448011,nm0669379
tt0448011,nm1340000
tt0448011,nm0925482
tt0448115,nm2849655
tt0448115,nm0501359
tt0448115,nm1791910
tt0448115,nm1304148
tt0448134,nm0307497
tt0448157,nm1378206
tt0448157,nm0319213
tt0448694,nm1117226
tt0448694,nm0528244
tt0448694,nm0204030
tt0448694,nm0011470
tt0448694,nm0674518
tt0448694,nm0825738
tt0449010,nm0118224
tt0449010,nm1845777
tt0449059,nm1578335
tt0449088,nm0254645
tt0449088,nm0744429
tt0449088,nm0064181
tt0449088,nm0938684
tt0449467,nm0037247
tt0449467,nm0327944
tt0450232,nm0921013
tt0450259,nm0495378
tt0450259,nm2057149
tt0450278,nm0744834
tt0450385,nm0338557
tt0450385,nm0018735
tt0450385,nm0438989
tt0450385,nm0000175
tt0451079,nm0666791
tt0451079,nm0202425
tt0451079,nm0317450
tt0451279,nm0374302
tt0451279,nm0811583
tt0451279,nm0297229
tt0451279,nm0551376
tt0451279,nm4243936
tt0452594,nm1275670
tt0452594,nm1191891
tt0452594,nm0000681
tt0452608,nm0027271
tt0452608,nm0858379
tt0452608,nm0341458
tt0452608,nm0577477
tt0452623,nm0000255
tt0452623,nm0830760
tt0452623,nm1212331
tt0452694,nm0748022
tt0452694,nm1875979
tt0453451,nm0000100
tt0453451,nm0193485
tt0453451,nm0564402
tt0453451,nm0566100
tt0453451,nm0003741
tt0453467,nm1319490
tt0453467,nm0744429
tt0454841,nm0000127
tt0454841,nm0014960
tt0454841,nm0505183
tt0454848,nm1897957
tt0454876,nm1674631
tt0454876,nm1341735
tt0454921,nm0175726
tt0454945,nm1894168
tt0454945,nm0527581
tt0454945,nm0809006
tt0455407,nm0466925
tt0455407,nm1242522
tt0455407,nm0001681
tt0455590,nm0604948
tt0455590,nm0110591
tt0455590,nm1894768
tt0455590,nm9114061
tt0455824,nm0064181
tt0455824,nm0525303
tt0455824,nm0367838
tt0455824,nm0281088
tt0455944,nm0921013
tt0455944,nm0805994
tt0455944,nm2030456
tt0457430,nm0868219
tt0457939,nm0583600
tt0458339,nm1321655
tt0458339,nm1321656
tt0458339,nm0800209
tt0458339,nm0456158
tt0458352,nm0112459
tt0458352,nm1916979
tt0458481,nm0588340
tt0458525,nm1125275
tt0458525,nm0940790
tt0460791,nm0319659
tt0460791,nm0815864
tt0460791,nm0802248
tt0460791,nm0678199
tt0461770,nm0446210
tt0462322,nm0001675
tt0462322,nm0957772
tt0462322,nm0942367
tt0462322,nm1249684
tt0462322,nm0744834
tt0462322,nm0000233
tt0462322,nm1080440
tt0462322,nm2639032
tt0462322,nm3851113
tt0462499,nm0599393
tt0462499,nm0000230
tt0462499,nm0606251
tt0462504,nm0001348
tt0462538,nm0000985
tt0462538,nm0004981
tt0462538,nm0419830
tt0462538,nm0561631
tt0462538,nm0583127
tt0462538,nm0592400
tt0462538,nm0718514
tt0462538,nm0780288
tt0462538,nm0783468
tt0462538,nm0841990
tt0462538,nm0900140
tt0462538,nm1121389
tt0462538,nm0295791
tt0462538,nm0519209
tt0462538,nm0697052
tt0462538,nm0800376
tt0462590,nm0012137
tt0462590,nm0742279
tt0463854,nm0423626
tt0463854,nm0294379
tt0463854,nm0492038
tt0463854,nm0647449
tt0463985,nm0604555
tt0464141,nm1037221
tt0465234,nm0926729
tt0465234,nm0926727
tt0465234,nm0201304
tt0465234,nm0254645
tt0465234,nm0744429
tt0465234,nm0467942
tt0465234,nm0043233
tt0465234,nm1469874
tt0465494,nm0940790
tt0465538,nm0006904
tt0465580,nm0100027
tt0465602,nm0205157
tt0467197,nm2830774
tt0467197,nm1053843
tt0467200,nm0604948
tt0467200,nm0339925
tt0467406,nm1959505
tt0468492,nm0094435
tt0468492,nm1506112
tt0468492,nm2277597
tt0468569,nm0634300
tt0468569,nm0634240
tt0468569,nm0275286
tt0468569,nm0004170
tt0469494,nm0000759
tt0469494,nm0801737
tt0470752,nm0307497
tt0471042,nm0177836
tt0471042,nm0171651
tt0471042,nm0341372
tt0471042,nm0622288
tt0471042,nm0499054
tt0471042,nm9195200
tt0472033,nm0972040
tt0472033,nm0009942
tt0472033,nm0994310
tt0472043,nm0000154
tt0472043,nm1731154
tt0472062,nm0815070
tt0472062,nm1985741
tt0472399,nm0921013
tt0472399,nm0137573
tt0473075,nm0945026
tt0473075,nm1215164
tt0473075,nm0076166
tt0473075,nm0575338
tt0473705,nm1996352
tt0473705,nm0006904
tt0473705,nm0712753
tt0473705,nm0008036
tt0475276,nm0339030
tt0475290,nm0001054
tt0475290,nm0001053
tt0475394,nm0138620
tt0477080,nm0093560
tt0477302,nm0744839
tt0477302,nm1583636
tt0477347,nm0304830
tt0477347,nm0502073
tt0477347,nm2025683
tt0477348,nm0001054
tt0477348,nm0001053
tt0477348,nm0565092
tt0478087,nm0826041
tt0478087,nm1615610
tt0478087,nm0583826
tt0478304,nm0000517
tt0478311,nm0031976
tt0478970,nm0942367
tt0478970,nm0180428
tt0478970,nm0570912
tt0478970,nm0748620
tt0478970,nm0498278
tt0478970,nm1293367
tt0478970,nm0456158
tt0479143,nm0000230
tt0479884,nm0004410
tt0479884,nm0962729
tt0479952,nm1000113
tt0479952,nm0201509
tt0479952,nm0569891
tt0479952,nm0123666
tt0479952,nm1129905
tt0480025,nm0276349
tt0480242,nm0307070
tt0480242,nm0373282
tt0480249,nm0698873
tt0480249,nm0326040
tt0480249,nm0558577
tt0480249,nm0181019
tt0480249,nm0181020
tt0480687,nm0971919
tt0480687,nm0268380
tt0480687,nm0055937
tt0480687,nm0125803
tt0481369,nm2043734
tt0481499,nm0761498
tt0481499,nm0210320
tt0481499,nm0000092
tt0481536,nm1375358
tt0481536,nm1376383
tt0482571,nm0634300
tt0482571,nm0634240
tt0482571,nm1793993
tt0482606,nm1052162
tt0485947,nm0233757
tt0486576,nm0668309
tt0486576,nm0004111
tt0486576,nm0877273
tt0486576,nm0498278
tt0486576,nm0456158
tt0486655,nm0963359
tt0486655,nm0891216
tt0486655,nm0301274
tt0486822,nm0484907
tt0486822,nm0255296
tt0486946,nm0178589
tt0488120,nm0002417
tt0488120,nm1020896
tt0489099,nm0275286
tt0489099,nm0880243
tt0489099,nm1334526
tt0489099,nm2092479
tt0489270,nm1191481
tt0489270,nm1490123
tt0490215,nm0168379
tt0490215,nm0000217
tt0490215,nm0256870
tt0493464,nm0104973
tt0493464,nm0351929
tt0493464,nm0604555
tt0493464,nm2092839
tt0493464,nm1631852
tt0496806,nm0002718
tt0496806,nm0505522
tt0496806,nm0425138
tt0496806,nm0751207
tt0497465,nm0000095
tt0498380,nm2111875
tt0498380,nm0353673
tt0498380,nm2362326
tt0498380,nm2359677
tt0499448,nm0011470
tt0499448,nm1321655
tt0499448,nm1321656
tt0499448,nm0507000
tt0499549,nm0000116
tt0756683,nm0003198
tt0758730,nm0004307
tt0758730,nm0639321
tt0758730,nm0795953
tt0758730,nm0859029
tt0758730,nm0859049
tt0758746,nm0566699
tt0758746,nm1226735
tt0758746,nm1226737
tt0758746,nm1187126
tt0758752,nm1017488
tt0758752,nm0001880
tt0758752,nm0380980
tt0758752,nm2168221
tt0758758,nm0000576
tt0758758,nm1040556
tt0758766,nm0492909
tt0758774,nm1184258
tt0758774,nm2015758
tt0762107,nm0266673
tt0762107,nm0668247
tt0762107,nm0852591
tt0762107,nm0303056
tt0765010,nm1125275
tt0765010,nm0081540
tt0765010,nm0421314
tt0765429,nm0001873
tt0765429,nm0414893
tt0765443,nm1140275
tt0770828,nm0275286
tt0770828,nm0634240
tt0770828,nm0796950
tt0770828,nm0795975
tt0780504,nm0024925
tt0780504,nm2201245
tt0780521,nm0166256
tt0780521,nm0615780
tt0780521,nm0258627
tt0780521,nm0649663
tt0780521,nm0972395
tt0780521,nm3756395
tt0780536,nm1732981
tt0780571,nm0262595
tt0780571,nm0317279
tt0780653,nm0001825
tt0780653,nm0783100
tt0780653,nm0802561
tt0783233,nm0568605
tt0783233,nm0358960
tt0790636,nm1258965
tt0790636,nm2214893
tt0790686,nm0014960
tt0790686,nm0505183
tt0790686,nm1193005
tt0790724,nm1676193
tt0790724,nm0003160
tt0790736,nm0006534
tt0790736,nm0542062
tt0790736,nm0229694
tt0790736,nm0006997
tt0790736,nm9592688
tt0795368,nm1918877
tt0795421,nm0424735
tt0796366,nm0649460
tt0796366,nm0476064
tt0796366,nm0734472
tt0799949,nm0294997
tt0799949,nm0783536
tt0800039,nm0781981
tt0800080,nm0672015
tt0800080,nm0498278
tt0800080,nm0456158
tt0800320,nm2012438
tt0800320,nm0006534
tt0800320,nm0542062
tt0800320,nm0189117
tt0800369,nm1005420
tt0800369,nm0826714
tt0800369,nm0668309
tt0800369,nm0833089
tt0800369,nm0698873
tt0800369,nm0498278
